url,page_type,word_count,last_modified,http_status,canonical,disposition,action,status
https://everlasting-goods.com/articles/best-buy-it-for-life-umbrellas,article,2359,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-umbrellas,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-unsexy-quality-of-life-upgrades-that-are-worth-every-penny,article,1604,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-unsexy-quality-of-life-upgrades-that-are-worth-every-penny,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-milestone-watches-for-life-events,article,1356,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-milestone-watches-for-life-events,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-office-chairs-that-actually-last,article,1366,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-office-chairs-that-actually-last,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-vacuum-cleaners-that-last-20-years,article,2608,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-vacuum-cleaners-that-last-20-years,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-buy-it-for-life-coffee-grinders,article,1053,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-coffee-grinders,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-dive-watches-that-last-a-lifetime,article,1077,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-dive-watches-that-last-a-lifetime,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-bifl-food-storage-containers,article,1145,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-food-storage-containers,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-bifl-tool-sets-for-home-repair,article,2553,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-tool-sets-for-home-repair,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-bifl-travel-luggage-and-suitcases,article,2340,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-travel-luggage-and-suitcases,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-bifl-watches-under-500,article,2384,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-watches-under-500,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-stainless-steel-pots-that-last-forever,article,1228,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-stainless-steel-pots-that-last-forever,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-bifl-sandals-that-actually-last,article,1096,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-sandals-that-actually-last,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-toasters-that-last-a-lifetime,article,1217,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-toasters-that-last-a-lifetime,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-buy-it-for-life-alarm-clocks,article,2723,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-alarm-clocks,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-buy-it-for-life-aprons-for-cooking-and-shop-work,article,2111,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-aprons-for-cooking-and-shop-work,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-buy-it-for-life-cast-iron-dutch-ovens,article,2616,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-cast-iron-dutch-ovens,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-buy-it-for-life-bath-towels,article,2003,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-bath-towels,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-buy-it-for-life-desk-lamps,article,2030,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-desk-lamps,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/articles/best-buy-it-for-life-duffel-bags,article,2197,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-duffel-bags,quarantine_pending_evidence,replace visible legacy prose with evidence-review notice,correction_required
https://everlasting-goods.com/categories/kitchen,hub_category,776,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/kitchen,reposition_to_database,replace legacy article/product claims with database-driven verified content,correction_required
https://everlasting-goods.com/categories/edc,hub_category,690,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/edc,reposition_to_database,replace legacy article/product claims with database-driven verified content,correction_required
https://everlasting-goods.com/categories/outdoor,hub_category,326,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/outdoor,reposition_to_database,replace legacy article/product claims with database-driven verified content,correction_required
https://everlasting-goods.com/categories/clothing,hub_category,594,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/clothing,reposition_to_database,replace legacy article/product claims with database-driven verified content,correction_required
https://everlasting-goods.com/categories/tools,hub_category,323,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/tools,reposition_to_database,replace legacy article/product claims with database-driven verified content,correction_required
https://everlasting-goods.com/categories/home,hub_category,853,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/home,reposition_to_database,replace legacy article/product claims with database-driven verified content,correction_required
