url,page_type,word_count,last_modified,http_status,canonical,disposition,action,status
https://everlasting-goods.com/articles/best-bifl-wallets-for-men-leather-wallets-that-age-beautifully,article,1618,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-wallets-for-men-leather-wallets-that-age-beautifully,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-rain-jackets,article,1659,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-rain-jackets,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-stainless-steel-water-bottles-that-last-forever,article,1086,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-stainless-steel-water-bottles-that-last-forever,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-gifts-under-50-quality-picks-that-last,article,1189,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-gifts-under-50-quality-picks-that-last,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-red-wing-boots-a-complete-buyer-s-guide,article,1282,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-red-wing-boots-a-complete-buyer-s-guide,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-chef-s-knives-professional-picks,article,1317,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-chef-s-knives-professional-picks,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-bifl-everyday-carry-pens-pens-that-last-a-lifetime,article,1121,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-bifl-everyday-carry-pens-pens-that-last-a-lifetime,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-safety-razors-that-last-a-lifetime,article,1051,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-safety-razors-that-last-a-lifetime,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-stand-mixers-that-last-20-years,article,2056,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-stand-mixers-that-last-20-years,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-denim-jeans,article,1935,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-denim-jeans,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-leather-belts-that-last-a-lifetime,article,1861,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-leather-belts-that-last-a-lifetime,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-bifl-wool-blankets-and-throws,article,2427,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-wool-blankets-and-throws,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-bifl-pocket-knives-for-everyday-carry,article,2297,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-pocket-knives-for-everyday-carry,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-merino-wool-base-layers-that-last,article,2534,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-merino-wool-base-layers-that-last,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-bifl-garden-tools-that-last-decades,article,2587,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-garden-tools-that-last-decades,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-darn-tough-socks-the-only-socks-with-a-lifetime-guarantee,article,1742,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-darn-tough-socks-the-only-socks-with-a-lifetime-guarantee,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-umbrellas,article,2359,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-umbrellas,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-unsexy-quality-of-life-upgrades-that-are-worth-every-penny,article,1604,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-unsexy-quality-of-life-upgrades-that-are-worth-every-penny,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-milestone-watches-for-life-events,article,1356,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-milestone-watches-for-life-events,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-office-chairs-that-actually-last,article,1366,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-office-chairs-that-actually-last,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-vacuum-cleaners-that-last-20-years,article,2608,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-vacuum-cleaners-that-last-20-years,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-coffee-grinders,article,1053,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-coffee-grinders,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-dive-watches-that-last-a-lifetime,article,1077,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-dive-watches-that-last-a-lifetime,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-bifl-food-storage-containers,article,1145,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-food-storage-containers,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-bifl-tool-sets-for-home-repair,article,2553,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-tool-sets-for-home-repair,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-bifl-travel-luggage-and-suitcases,article,2340,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-travel-luggage-and-suitcases,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-bifl-watches-under-500,article,2384,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-watches-under-500,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-stainless-steel-pots-that-last-forever,article,1228,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-stainless-steel-pots-that-last-forever,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-bifl-sandals-that-actually-last,article,1096,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-bifl-sandals-that-actually-last,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-toasters-that-last-a-lifetime,article,1217,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-toasters-that-last-a-lifetime,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-alarm-clocks,article,2723,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-alarm-clocks,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-aprons-for-cooking-and-shop-work,article,2111,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-aprons-for-cooking-and-shop-work,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-cast-iron-dutch-ovens,article,2616,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-cast-iron-dutch-ovens,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-bath-towels,article,2003,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-bath-towels,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-desk-lamps,article,2030,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-desk-lamps,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/articles/best-buy-it-for-life-duffel-bags,article,2197,2026-08-24T00:00:00.000Z,200,https://everlasting-goods.com/articles/best-buy-it-for-life-duffel-bags,quarantined,"legacy prose, affiliate links, excerpts, and recommendations replaced by noindex evidence-review notice",applied_pending_deploy
https://everlasting-goods.com/categories/kitchen,hub_category,776,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/kitchen,repositioned,legacy discovery content replaced by generated database records or audit-transition notice,applied_pending_deploy
https://everlasting-goods.com/categories/edc,hub_category,690,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/edc,repositioned,legacy discovery content replaced by generated database records or audit-transition notice,applied_pending_deploy
https://everlasting-goods.com/categories/outdoor,hub_category,326,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/outdoor,repositioned,legacy discovery content replaced by generated database records or audit-transition notice,applied_pending_deploy
https://everlasting-goods.com/categories/clothing,hub_category,594,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/clothing,repositioned,legacy discovery content replaced by generated database records or audit-transition notice,applied_pending_deploy
https://everlasting-goods.com/categories/tools,hub_category,323,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/tools,repositioned,legacy discovery content replaced by generated database records or audit-transition notice,applied_pending_deploy
https://everlasting-goods.com/categories/home,hub_category,853,2026-08-25T12:55:11.849Z,200,https://everlasting-goods.com/categories/home,repositioned,legacy discovery content replaced by generated database records or audit-transition notice,applied_pending_deploy
